id,text,InformationType_label,ProcessedText
3588,Going 2 be unemployed for a week until my new job starts but I cant afford that wait so now I gotta sell my body like the bonafide hoe I am,1,going 2 be unemployed for a week until my new job starts but i cant afford that wait so now i gotta sell my body like the bonafide hoe i am
3892,#Accenture is hiring a #Websphere Portal #Consultant + apply now! (#Chicago) #job http://t.co/7vkeTur2kc http://t.co/nZCNz7wb2N,0,#accenture is hiring a #websphere portal #consultant + apply now! (#chicago) #job http://t.co/7vketur2kc http://t.co/nzcnz7wb2n
4955,Anyone hiring???I need a job ASAP,0,anyone hiring???i need a job asap
1945,I recently got a job at Tijuana Flats. I already hate my life already,1,i recently got a job at tijuana flats. i already hate my life already
3680,I guess I got the job??? I got an email from dominos telling me to full out new hire paperwork. Hooray?????,1,i guess i got the job??? i got an email from dominos telling me to full out new hire paperwork. hooray?????
7242,New job have being laid off for 9 months!!  Work is tiring!,1,new job have being laid off for 9 months!!  work is tiring!
911,Got hired at best buy mobile last week &amp;amp;amp;amp; today I have an interview with FedEx for a customer service rep position! #needthat,1,got hired at best buy mobile last week &amp;amp;amp;amp; today i have an interview with fedex for a customer service rep position! #needthat
2671,Hello my name is Senor Benjamin and I want to submit my resume for the position of manager. Skills: Preparing for massacre.,0,hello my name is senor benjamin and i want to submit my resume for the position of manager. skills: preparing for massacre.
1367,Interested in a #job in #Mesquite TX? This could be a great fit: https://t.co/272Su5OcSF #Finance #Hiring #CareerArc,0,interested in a #job in #mesquite tx? this could be a great fit: https://t.co/272su5ocsf #finance #hiring #careerarc
6063,So I started my new position today at work and like I haven’t been this excited to go back to work since I... http://t.co/hAk6XKvF1u,1,so i started my new position today at work and like i haven’t been this excited to go back to work since i... http://t.co/hak6xkvf1u
2911,I applied for 18 positions  same day one phone interview next day a personal interview 2 days later were hired with top pay and benefits.,1,i applied for 18 positions  same day one phone interview next day a personal interview 2 days later were hired with top pay and benefits.
6273,Fuck Man bought my phone then 2 weeks later get laid off from work and I got one month until the next bill comes! Agh damn!,0,fuck man bought my phone then 2 weeks later get laid off from work and i got one month until the next bill comes! agh damn!
2283,Looking for a job? Senior Program Manager- Renewable Energy at Epri (San Francisco CA) http://t.co/7ioP77lq #green #jobs,0,looking for a job? senior program manager- renewable energy at epri (san francisco ca) http://t.co/7iop77lq #green #jobs
2176,Searching for #work in Milwaukee WI? Send your #resume to Harley-Davidson. http://t.co/i8RQh5ToDF #gethired,0,searching for #work in milwaukee wi? send your #resume to harley-davidson. http://t.co/i8rqh5todf #gethired
7373,Well after four days at my new job my boss has quit and so now i am the most senior woman there and will be running things in the house lmao,1,well after four days at my new job my boss has quit and so now i am the most senior woman there and will be running things in the house lmao
4667,BROWN RECLUSE IN THE BATHROOM AT WORK LETS JUSTS I AM NOW UNEMPLOYED,0,brown recluse in the bathroom at work lets justs i am now unemployed
5044,I got fired from my job but I gets busy,0,i got fired from my job but i gets busy
3900,#Accounting #Job in #HONOLULU HI: Controller at Robert Half Finance &amp; Accounting http://t.co/PxP1jX9E0t #Jobs #TweetMyJobs,0,#accounting #job in #honolulu hi: controller at robert half finance &amp; accounting http://t.co/pxp1jx9e0t #jobs #tweetmyjobs
4455,anyone that works at a cool place know if ur hiring?? im quitting my job,0,anyone that works at a cool place know if ur hiring?? im quitting my job
1050,Shit I just got hired at ANOTHER job plus I go to school.. Life is hard,1,shit i just got hired at another job plus i go to school.. life is hard
6060,First week working my new position and already I love everything about it. I feel very blessed! https://t.co/hpAKmW2yhJ,1,first week working my new position and already i love everything about it. i feel very blessed! https://t.co/hpakmw2yhj
7146,Can I File Bankruptcy If I Am Unemployed?   http://t.co/u3pP1kwTYP #bankruptcy,0,can i file bankruptcy if i am unemployed?   http://t.co/u3pp1kwtyp #bankruptcy
92,liz &amp; i got hired at 2 diff places today &amp; were like ok let me use ur discount &amp; u can use mine ok ?,1,liz &amp; i got hired at 2 diff places today &amp; were like ok let me use ur discount &amp; u can use mine ok ?
3052,I really would consider moving if I hadnt recently started working.,1,i really would consider moving if i hadnt recently started working.
4928,YOUR HIRED! IF YOU NEED A JOB OR JUST WANT MORE MONEY WATCH THIS: https://t.co/Rjm2d0D6  #unemployed #needajob #needmoney,0,your hired! if you need a job or just want more money watch this: https://t.co/rjm2d0d6  #unemployed #needajob #needmoney
4047,i apparently got hired but like??? DUDE WANTS ME TO START TOMORROW I HAVE A FINAL ON THURSDAY STILL,1,i apparently got hired but like??? dude wants me to start tomorrow i have a final on thursday still
2238,So technically Im unemployed now. At least until Monday morning. ;),1,so technically im unemployed now. at least until monday morning. ;)
6181,I JUST GOT A CALL FROM THE JOB THAT DIDNT HIRE ME LAST WEEK SAYING SOMEONE QUIT AND THEY WANT ME SO GUESS WHOS NOW OFFICIALLY EMPLOYED,1,i just got a call from the job that didnt hire me last week saying someone quit and they want me so guess whos now officially employed
82,Got hired and unhired because I tested positive good morning,1,got hired and unhired because i tested positive good morning
6001,@RaLphy_ReLLo Sears hired me lol,1,@ralphy_rello sears hired me lol
105,I JUST GOT HIRED ON THE SPOT AND I ALREADY LOVE MY BOSS HES SO NICE OMG I LOVE STARBUCKS,1,i just got hired on the spot and i already love my boss hes so nice omg i love starbucks
1060,I am currently in the job market want to help me network to find employment? Share my LinkedIn profile! http://t.co/6TknMV94sn,0,i am currently in the job market want to help me network to find employment? share my linkedin profile! http://t.co/6tknmv94sn
5013,This job I got hired to fired me via a text message saying I did not catch on in the first 2 shifts how can anyone catch on that quickly?!,0,this job i got hired to fired me via a text message saying i did not catch on in the first 2 shifts how can anyone catch on that quickly?!
1867,@The_Yodacat I totes feel ya its the same way with me when Im working lol laid off now  glad to hear YU are doin well.Enjoy yur Sunday,0,@the_yodacat i totes feel ya its the same way with me when im working lol laid off now  glad to hear yu are doin well.enjoy yur sunday
2586,Looking for a #(NEW #POSITION) Senior Tax Analyst #jobs http://t.co/1LcsImla3K http://t.co/pGYpwjvGNB,0,looking for a #(new #position) senior tax analyst #jobs http://t.co/1lcsimla3k http://t.co/pgypwjvgnb
372,I am looking for full-time work (and am willing to relocate!) if anyone knows of anyone hiring.,0,i am looking for full-time work (and am willing to relocate!) if anyone knows of anyone hiring.
2917,I got offered a full time position at work today &amp; I also forgot to clock in at work today. So thats how my days going.,1,i got offered a full time position at work today &amp; i also forgot to clock in at work today. so thats how my days going.
3176,Are you looking for a part time job to make some extra money or did you just get laid off &amp; need fast cash?... http://t.co/SVkJqn23KL,0,are you looking for a part time job to make some extra money or did you just get laid off &amp; need fast cash?... http://t.co/svkjqn23kl
104,I had a job interview today baby and i got hired start work in the morning @DVP387,1,i had a job interview today baby and i got hired start work in the morning @dvp387
4454,Anyone know where is hiring?? #NeedAJob,0,anyone know where is hiring?? #needajob
539,So last week I was forced to leave work early due a situation with my diabetes. I was fired. Are you fucking serious? Cant I sue you now?,0,so last week i was forced to leave work early due a situation with my diabetes. i was fired. are you fucking serious? cant i sue you now?
4777,If I dont find a job soon I will die from boredom... #unemployed,0,if i dont find a job soon i will die from boredom... #unemployed
2540,Looking for an opportunity? Log onto F&amp;MConnects to browse positions uploaded specifically for the F&amp;M community: https://t.co/ZfGFEgTyVP,0,looking for an opportunity? log onto f&amp;mconnects to browse positions uploaded specifically for the f&amp;m community: https://t.co/zfgfegtyvp
187,Its a good day working at Chipotle is awesome and I just got hired at Jamba,1,its a good day working at chipotle is awesome and i just got hired at jamba
5679,Tomorrows my last day of being unemployed... what to do what to do?,1,tomorrows my last day of being unemployed... what to do what to do?
127,Quit my crap job yesterday today I got hired at a restaurant opening in March. #favor,1,quit my crap job yesterday today i got hired at a restaurant opening in march. #favor
4847,Anyones work hiring or know a place that is hiring ??,0,anyones work hiring or know a place that is hiring ??
4772,Applying for jobs like crazy!! Need to find work soon cause being unemployed sucks. I am going stir crazy and its only been a week!,0,applying for jobs like crazy!! need to find work soon cause being unemployed sucks. i am going stir crazy and its only been a week!
3496,So can you explain why you were fired from your last position?  ...there was a spider living in my desk...and then my desk caught fire...,0,so can you explain why you were fired from your last position?  ...there was a spider living in my desk...and then my desk caught fire...
4630,Yaaaaas quit my job today and got hired at another 👌👏🙌💯,1,yaaaaas quit my job today and got hired at another 👌👏🙌💯
1121,I am searching for a good job but i am not getting it .i am already 29 yrs and i dont know wen i will http://t.co/xeAPAYWQPu #pray #prayer,0,i am searching for a good job but i am not getting it .i am already 29 yrs and i dont know wen i will http://t.co/xeapaywqpu #pray #prayer
4064,Got hired today as an office assistant but Im sad to continue to find the markets I had traded in the past seem dead and gone,1,got hired today as an office assistant but im sad to continue to find the markets i had traded in the past seem dead and gone
1453,Need to Make a Career Move?  Need a New Job?  Unemployed? @leezabyers Can Help: http://t.co/1Q58suYV9A,0,need to make a career move?  need a new job?  unemployed? @leezabyers can help: http://t.co/1q58suyv9a
4008,I recently was hired as a freelance sewing pattern proof reader and well I just finished proof reading my first piece!! https://t.co/YXMb9ny2nd,1,i recently was hired as a freelance sewing pattern proof reader and well i just finished proof reading my first piece!! https://t.co/yxmb9ny2nd
2173,Searching for #work in New York NY? Send your #resume to Ernst &amp; Young MY. http://t.co/FTJ1Ossx4p #gethired,0,searching for #work in new york ny? send your #resume to ernst &amp; young my. http://t.co/ftj1ossx4p #gethired
7672,Got hired today!!!,1,got hired today!!!
290,I JUST GOT HIRED TO BE A WAITER AT BUNKER HILL BAR AND GRILL WHICH IS A NEW RESTAURANT OPENING UP AT THE MALL HOLY FUCK IM SO HAPPY😫🙏,1,i just got hired to be a waiter at bunker hill bar and grill which is a new restaurant opening up at the mall holy fuck im so happy😫🙏
3029,Well the new job barely has work for me too at least Im still getting paid.,1,well the new job barely has work for me too at least im still getting paid.
6525,Today I start my new work-from-home position and I could cry I NEVER HAVE TO LEAVE THE HOUSE AGAIN 🙌🏻,1,today i start my new work-from-home position and i could cry i never have to leave the house again 🙌🏻
4058,So like having a job is cool an all and I know I just got hired like 4 days ago but can I get Monday off? And possibly Tuesday?,1,so like having a job is cool an all and i know i just got hired like 4 days ago but can i get monday off? and possibly tuesday?
3248,trying to figure out the best way to get fired so i can collect unemployment until i start this new job..,1,trying to figure out the best way to get fired so i can collect unemployment until i start this new job..
6374,I get hired on the first fired on the second,1,i get hired on the first fired on the second
5306,Anyone who wants to make money email me your résumé! Keithn1990@yahoo.com I am hiring for part time sales position start asap!,0,anyone who wants to make money email me your résumé! keithn1990@yahoo.com i am hiring for part time sales position start asap!
3837,BUT HEY I START TWO NEW JOBS IN THE NEXT TWO DAYS AFTER 6 MONTHS OF UNEMPLOYMENT SO YAY ME,1,but hey i start two new jobs in the next two days after 6 months of unemployment so yay me
5360,Earlier I was told I need a raise and Ive only been here for 2 weeks. #HardWorker,1,earlier i was told i need a raise and ive only been here for 2 weeks. #hardworker
2009,Just ended my shift at my new job and now Im about to start my shift at my old job literally kill me,1,just ended my shift at my new job and now im about to start my shift at my old job literally kill me
6358,I Got hired and cause of that shut down shit now I got fired before I started and I was gonna start tomorrow  Lol smh Im mad,1,i got hired and cause of that shut down shit now i got fired before i started and i was gonna start tomorrow  lol smh im mad
3973,I just got fired from my job and rehired all within 15 minutes 😐,1,i just got fired from my job and rehired all within 15 minutes 😐
3789,Wait jk again Im unemployed.,0,wait jk again im unemployed.
3273,I Was Fired From My Old Job 4 Days Ago And Already Have A New One,1,i was fired from my old job 4 days ago and already have a new one
1004,Interested in a #job in #Coppell TX? This could be a great fit: https://t.co/hVtBUAjDjq #NowHiring #GetHired #Manufacturing #Hiring,0,interested in a #job in #coppell tx? this could be a great fit: https://t.co/hvtbuajdjq #nowhiring #gethired #manufacturing #hiring
2015,I recently started working a part-time job in addition to building my biz because I have big giving dreams and goals. #GetFit #Dream #Give,1,i recently started working a part-time job in addition to building my biz because i have big giving dreams and goals. #getfit #dream #give
3050,My first day of work at my new job is done! Wow crazy how time is flying by.,1,my first day of work at my new job is done! wow crazy how time is flying by.
949,So today I got a new job and at the end of the day they fired the guy who interviewed me and gave me his position + desk. #BallerShit,1,so today i got a new job and at the end of the day they fired the guy who interviewed me and gave me his position + desk. #ballershit
2027,My sudden job change is proof of this. Fired 1/14 hired 1/23 at a better job. God is good we just ha http://t.co/xLQj6tqut2,1,my sudden job change is proof of this. fired 1/14 hired 1/23 at a better job. god is good we just ha http://t.co/xlqj6tqut2
158,When I told my boss I was quitting he was like wow I was the one that hired you yup and youre the one that put me in the back today 🙄,0,when i told my boss i was quitting he was like wow i was the one that hired you yup and youre the one that put me in the back today 🙄
4790,Thank you for applying we have reviewed your resume but have decided to pursue other applicants Been unemployed for 1 year. This sucks.,0,thank you for applying we have reviewed your resume but have decided to pursue other applicants been unemployed for 1 year. this sucks.
1357,Interested in a #job near #Mesquite TX? This could be a great fit: https://t.co/C5lequ0zFW #Labor #Hiring #CareerArc,0,interested in a #job near #mesquite tx? this could be a great fit: https://t.co/c5lequ0zfw #labor #hiring #careerarc
4052,I got hired in two different places today wtf lol now i have 3 jobs,1,i got hired in two different places today wtf lol now i have 3 jobs
4620,I quit my job whos hiring?,0,i quit my job whos hiring?
6471,Today I got a job serving donuts hit on someone drank a whole bottle of wine &amp; almost drunk bought a ticket to Boston for No Pants Day.,1,today i got a job serving donuts hit on someone drank a whole bottle of wine &amp; almost drunk bought a ticket to boston for no pants day.
4957,Yall know of anyone hiring in the afternoons??  I need a 2nd job to pay my taxes lol,0,yall know of anyone hiring in the afternoons??  i need a 2nd job to pay my taxes lol
2830,Looking for a work study job? Want to work off-campus at $9.00 - $10.00/hour? View available jobs: https://t.co/PGCa0TQfHy https://t.co/ityk9vNCvg,0,looking for a work study job? want to work off-campus at $9.00 - $10.00/hour? view available jobs: https://t.co/pgca0tqfhy https://t.co/ityk9vncvg
4792,I resigned a few days ago. Technically Im unemployed lol,0,i resigned a few days ago. technically im unemployed lol
102,I got hired at Safeway today (*^o^*),1,i got hired at safeway today (*^o^*)
736,Opportunity is here. The Comptroller’s office is a great place to work and we’re hiring! Apply for this open #BusinessMgmt position in #Odessa TX Taxpayer Compliance Officer I (Odessa) https://t.co/qZZ8Kpv7gg #Job #Jobs #Hiring #CareerArc,0,opportunity is here. the comptroller’s office is a great place to work and we’re hiring! apply for this open #businessmgmt position in #odessa tx taxpayer compliance officer i (odessa) https://t.co/qzz8kpv7gg #job #jobs #hiring #careerarc
1138,So I got laid off from toys r us yesterday and hired at chipotle today. #TYBG  🙏🙏🙏,1,so i got laid off from toys r us yesterday and hired at chipotle today. #tybg  🙏🙏🙏
4138,If you have an IT background and are unemployed there is no reason why you shouldnt be working!  We have lots of opportunities! #jobs,0,if you have an it background and are unemployed there is no reason why you shouldnt be working!  we have lots of opportunities! #jobs
4001,This new job I got hired for&gt;&gt;&gt;&gt;,1,this new job i got hired for&gt;&gt;&gt;&gt;
6107,Tesla Motors posted a job you might be interested in. Inside Sales Advisor - San Francisco Bay Area US via LinkedIn http://t.co/iwS8vDan4C,0,tesla motors posted a job you might be interested in. inside sales advisor - san francisco bay area us via linkedin http://t.co/iws8vdan4c
3575,I need to start my new job already! I just realized Im watching COPS! Unemployment life is not for me! #daytimetv #cops #inbetweenjobs,1,i need to start my new job already! i just realized im watching cops! unemployment life is not for me! #daytimetv #cops #inbetweenjobs
984,Interested in a #job in #Clearwater FL? This could be a great fit: https://t.co/j1viX3A3Nb #NowHiring #GetHired #Manufacturing #Hiring,0,interested in a #job in #clearwater fl? this could be a great fit: https://t.co/j1vix3a3nb #nowhiring #gethired #manufacturing #hiring
1442,Unemployed Under-Employed Unhappily Employed? Find #jobs &amp; career solutions on #LinkedIn in the Job Seeker &amp;... http://t.co/vquOX8kf1O,0,unemployed under-employed unhappily employed? find #jobs &amp; career solutions on #linkedin in the job seeker &amp;... http://t.co/vquox8kf1o
4040,Got hired today to work at The Cheese Cake Factory. Got a job,1,got hired today to work at the cheese cake factory. got a job
4093,today i got hired at a nice paying nice job AND I BOUGHT TICKETS TO SEE BOB THE DRAG QUEEN DURING PRIDE WEEKEND,1,today i got hired at a nice paying nice job and i bought tickets to see bob the drag queen during pride weekend
4815,Today went by really quick. Being unemployed sucks but glad I got the time to make some smart moves. Any downtown employers hit me up plz!,0,today went by really quick. being unemployed sucks but glad i got the time to make some smart moves. any downtown employers hit me up plz!
2857,Looking for greater challenges new opportunities and a working environment that lets you challenge yourself and showcase your skills? Look no further! Join us: Associate Technical Account Manager https://t.co/RIe53pCooQ #Veterans #CareerArc,0,looking for greater challenges new opportunities and a working environment that lets you challenge yourself and showcase your skills? look no further! join us: associate technical account manager https://t.co/rie53pcooq #veterans #careerarc
7674,WOOOO one step closer to not being unemployed! #hired #wwddd https://t.co/ORocOEKpa0,1,woooo one step closer to not being unemployed! #hired #wwddd https://t.co/orocoekpa0
1429,Unemployed Under-Employed Unhappily Employed? Find jobs &amp; career solutions on LinkedIn in JCD The Job Seeker &amp;... http://t.co/cUJxN5v5W8,0,unemployed under-employed unhappily employed? find jobs &amp; career solutions on linkedin in jcd the job seeker &amp;... http://t.co/cujxn5v5w8
1963,I recently started at Stryker and like everyone I had the New Job Jitters.  Here are some great tips to minimize…https://t.co/6nhgxWdljT,1,i recently started at stryker and like everyone i had the new job jitters.  here are some great tips to minimize…https://t.co/6nhgxwdljt
6148,Microsoft posted a job you might be interested in. SENIOR SDE - San Francisco Bay Area US via LinkedIn.,0,microsoft posted a job you might be interested in. senior sde - san francisco bay area us via linkedin.
3142,damn I quit my job today shit got real I need to rob a bank,0,damn i quit my job today shit got real i need to rob a bank
2385,Anyone looking to work for a great company? The Lowes of Leesburg VA is now hiring. Let me know if you are interested! Hiring 161 people!,0,anyone looking to work for a great company? the lowes of leesburg va is now hiring. let me know if you are interested! hiring 161 people!
285,I got hired a week ago but I havent started yet like what gives,1,i got hired a week ago but i havent started yet like what gives
6965,i got hired today for the same reasons ive been fired before.if every songs a circus imagine how youd hear - #daisy,1,i got hired today for the same reasons ive been fired before.if every songs a circus imagine how youd hear - #daisy
5945,Director of Client Development - LA - Think Passenger -  Los Angeles CA http://t.co/krwUUjoZwq #LASocialMediaJobs,0,director of client development - la - think passenger -  los angeles ca http://t.co/krwuujozwq #lasocialmediajobs
3063,Today’s been really weird.I got a call saying I can start at my new job I got a new working tablet for free from my other job and I got a free cold unopened Red Bull from some random girl. What is happening? What did I do?,1,today’s been really weird.i got a call saying i can start at my new job i got a new working tablet for free from my other job and i got a free cold unopened red bull from some random girl. what is happening? what did i do?
3479,Well I got fired from my ELCA summer camp counselor position for my blog post.,0,well i got fired from my elca summer camp counselor position for my blog post.
908,Today was a pretty good day. Found out I got the position I wanted &amp; some woman randomly gsve me a $5 tip,1,today was a pretty good day. found out i got the position i wanted &amp; some woman randomly gsve me a $5 tip
3154,We feel for those laid off from #Target and are always looking for top talent. Search for open positions: http://t.co/kjMcH7u9G3,0,we feel for those laid off from #target and are always looking for top talent. search for open positions: http://t.co/kjmch7u9g3
6034,First day at work at my new position went pretty smooth. A lot to take in tho.,1,first day at work at my new position went pretty smooth. a lot to take in tho.
258,Where at in beachwood? I just got hired out there too. @LoveMee_Lyn,1,where at in beachwood? i just got hired out there too. @lovemee_lyn
3072,yesterday i spontaneously dyed my hair black today i spontaneously quit my job what will tomorrow bring,0,yesterday i spontaneously dyed my hair black today i spontaneously quit my job what will tomorrow bring
32,After 4 months of unemployment (being laid off sucks) I was going to celebrate 1 week of my new job by buying myself a ticket to see @OldDominion @TheBigEFair since I haven’t see them since last September at Foxwoods. Just went to the website and the show is sold out!  :( 😭,1,after 4 months of unemployment (being laid off sucks) i was going to celebrate 1 week of my new job by buying myself a ticket to see @olddominion @thebigefair since i haven’t see them since last september at foxwoods. just went to the website and the show is sold out!  :( 😭
3038,So far my first week at my new store I have been sick and have lost my voice last 2 times I worked.,1,so far my first week at my new store i have been sick and have lost my voice last 2 times i worked.
2265,RT @JPCVServices: Looking for a new job in 2016? If so are unemployed seeking internal promotion or looking to move company?,0,rt @jpcvservices: looking for a new job in 2016? if so are unemployed seeking internal promotion or looking to move company?
6956,I Quit My #Job To Be A Travel Writer And Now Im Broke And Unemployed https://t.co/67smVjPL7C https://t.co/VWamgwWcJG,0,i quit my #job to be a travel writer and now im broke and unemployed https://t.co/67smvjpl7c https://t.co/vwamgwwcjg
6279,Laid off yesterday morning and got a temporary gig today? Still looking for a permanent position but its better than nothing.,1,laid off yesterday morning and got a temporary gig today? still looking for a permanent position but its better than nothing.
3539,I had the worst job interview today. I feel bad for whomever takes that position. yikes.,0,i had the worst job interview today. i feel bad for whomever takes that position. yikes.
4764,For months I have been unemployed and looking for a job. Today it is comforting to prepare for a new job (cont) http://t.co/GkR1zPJtMn,1,for months i have been unemployed and looking for a job. today it is comforting to prepare for a new job (cont) http://t.co/gkr1zpjtmn
3123,I quit my job and 3 people have texted me since then saying they quit too.,0,i quit my job and 3 people have texted me since then saying they quit too.
6553,I was recently been given a position to volunteer once a week in a library at A.C.T.  -Exciting times- :D,1,i was recently been given a position to volunteer once a week in a library at a.c.t.  -exciting times- :d
3668,My new job is the shit and this my first day,1,my new job is the shit and this my first day
4071,I got hired to hamburger stand on Monday &amp; now I got hired at Hollister today woo 💯😂,1,i got hired to hamburger stand on monday &amp; now i got hired at hollister today woo 💯😂
5125,Laid Off? Money moves for you #unemployed via @forbes https://t.co/KlbfGv2Rin,0,laid off? money moves for you #unemployed via @forbes https://t.co/klbfgv2rin
1029,The woman who hired me has not called in 5 days and is not answering when I call. I called like 7 times throughout the day yesterday.,1,the woman who hired me has not called in 5 days and is not answering when i call. i called like 7 times throughout the day yesterday.
7522,Lost my work card and called my manger the wrong name today. I really kill it with new jobs,1,lost my work card and called my manger the wrong name today. i really kill it with new jobs
2496,Interested in a #job in #Chickasaw Alabama? This could be a great fit: https://t.co/PtGIscHa9u #NowHiring #GetHired #Manufacturing #Hiring,0,interested in a #job in #chickasaw alabama? this could be a great fit: https://t.co/ptgischa9u #nowhiring #gethired #manufacturing #hiring
3010,Recently started working at a sex shop...got me thinkin...what are your thoughts on graffita covered sex toys @imcorinnemec,1,recently started working at a sex shop...got me thinkin...what are your thoughts on graffita covered sex toys @imcorinnemec
95,I got hired for 2 jobs today knowing damn well I dont like to work....idk which one Ima take,1,i got hired for 2 jobs today knowing damn well i dont like to work....idk which one ima take
4742,LOOKING for HELP...Hello Facebook friends. I am currently unemployed and I am asking for your help in my job... https://t.co/hhhDLEjYdX,0,looking for help...hello facebook friends. i am currently unemployed and i am asking for your help in my job... https://t.co/hhhdlejydx
2860,Looking for Asset Mgmt Jobs? Alumni Networks Play Key Role http://t.co/3S7iAtVgkx @FundFire @ColumbiaBizCMC @UCLA @followMFS #finance,0,looking for asset mgmt jobs? alumni networks play key role http://t.co/3s7iatvgkx @fundfire @columbiabizcmc @ucla @followmfs #finance
4245,I am applying for every fellowship I can find in 2018. I am so fired up to learn and share knowledge! My brain is ready to expand.,0,i am applying for every fellowship i can find in 2018. i am so fired up to learn and share knowledge! my brain is ready to expand.
3685,Oh hey I updated my profile to reflect the move and the new job.,1,oh hey i updated my profile to reflect the move and the new job.
4076,I love it when I get shit from people my age saying that cant find a job bro I applied today and got hired 5 hours later how lucky am I,1,i love it when i get shit from people my age saying that cant find a job bro i applied today and got hired 5 hours later how lucky am i
6328,I am job hunting for a job in Marketing Advertising or PR in the Louisville area please let me know if your company has positions open,0,i am job hunting for a job in marketing advertising or pr in the louisville area please let me know if your company has positions open
6118,IBM posted a job you might be interested in: IBM i Software Engineer - Beijing City China CN.,0,ibm posted a job you might be interested in: ibm i software engineer - beijing city china cn.
2699,#Fremont #Job Retail Sales Associate (part:time) Job - (fremont california): Req188916BRPosition TitleRetail ... https://t.co/pj5yfJkNCS,0,#fremont #job retail sales associate (part:time) job - (fremont california): req188916brposition titleretail ... https://t.co/pj5yfjkncs
7390,I start my new job Tuesday at 10 am. I am scared and will quit within the day,1,i start my new job tuesday at 10 am. i am scared and will quit within the day
4086,Got hired today at port of Miami which means I get to meet all the bad bitches on the ship 😍,1,got hired today at port of miami which means i get to meet all the bad bitches on the ship 😍
2933,WELL I GOT OFFICIALLY HIRED FOR THAT CASHIER POSITION AT LEASTWOOP WOOP GIMME DAT INCOME,1,well i got officially hired for that cashier position at leastwoop woop gimme dat income
3037,Omg everyone at this new job I work at is like still in high school lol....,1,omg everyone at this new job i work at is like still in high school lol....
2345,I’ve only been unemployed for 10 days and I was blessed with a job when I wasn’t even looking and I start tomorrow. A bitch just want 2 sleep!!,1,i’ve only been unemployed for 10 days and i was blessed with a job when i wasn’t even looking and i start tomorrow. a bitch just want 2 sleep!!
5256,I am now officially unemployed and Im going to go home and cry,0,i am now officially unemployed and im going to go home and cry
2689,#BusinessMgmt #Job in #Arlington VA: Creative Digital Design Team - Multiple Positions ++ at Accenture https://t.co/nMqk2U5CLG #Jobs,0,#businessmgmt #job in #arlington va: creative digital design team - multiple positions ++ at accenture https://t.co/nmqk2u5clg #jobs
3349,@Gillian_Leighh i got hired earlier this week &amp; worked 4 days straight was wondering why i didn’t see ya ass,1,@gillian_leighh i got hired earlier this week &amp; worked 4 days straight was wondering why i didn’t see ya ass
3650,I officially began my new job yesterday. The whole crew there is really nice and they sent me home today since Im sick lol.,1,i officially began my new job yesterday. the whole crew there is really nice and they sent me home today since im sick lol.
6933,Looking for a job in #Mesquite #TX? Financial Ctr Mgr https://t.co/V5Dw7nnAbn #jobs #hiring,0,looking for a job in #mesquite #tx? financial ctr mgr https://t.co/v5dw7nnabn #jobs #hiring
5889,Motherfuckers fired me for stupid shit,0,motherfuckers fired me for stupid shit
3830,I am now a drafting engineer what an opportunity.,1,i am now a drafting engineer what an opportunity.
4034,Searching for #work in Lebanon PA? Send your #resume to Aarons Sales and Lease. http://t.co/gt2oERZKpi #gethired,0,searching for #work in lebanon pa? send your #resume to aarons sales and lease. http://t.co/gt2oerzkpi #gethired
7181,Deloitte posted a job you might be interested in: IT Security Engineer - Washington D.C. Metro Area US.,0,deloitte posted a job you might be interested in: it security engineer - washington d.c. metro area us.
3362,Today: my mother fired me from work and then rehired me. Oh.,1,today: my mother fired me from work and then rehired me. oh.
6850,Hell yeah I got the job! :) It all started thanks to http://t.co/zpKlS01DiV #unemployed #resume,1,hell yeah i got the job! :) it all started thanks to http://t.co/zpkls01div #unemployed #resume
122,Quit my job last Monday and got rehired again today. Woo! So long unemployment,1,quit my job last monday and got rehired again today. woo! so long unemployment
4804,I have been unemployed for a year and just took a job that isnt very good pay. Tips? https://t.co/nA3VTbJ8wz #taxrefund #taxhelp #refun…,1,i have been unemployed for a year and just took a job that isnt very good pay. tips? https://t.co/na3vtbj8wz #taxrefund #taxhelp #refun…
3901,#Accounting #Job in #Milwaukee WI: Accounts Payable Coordinator at http://t.co/TqEt5Bf00c #Jobs #TweetMyJobs,0,#accounting #job in #milwaukee wi: accounts payable coordinator at http://t.co/tqet5bf00c #jobs #tweetmyjobs
3959,Lost #Job . Evicted. Worst of all just hired as a #college educated cashier. #MyHolidayConfession 🎄 #MakeMeHappyIn3Words #donate for #fundraising 👉https://t.co/WvHLsOesTp👈 #saturdaymorning #Shame #AHSCult #art imitates #life #Homeless for #Christmas https://t.co/emk93WZhCj,1,lost #job . evicted. worst of all just hired as a #college educated cashier. #myholidayconfession 🎄 #makemehappyin3words #donate for #fundraising 👉https://t.co/wvhlsoestp👈 #saturdaymorning #shame #ahscult #art imitates #life #homeless for #christmas https://t.co/emk93wzhcj
97,I got hired at Chulas today...,1,i got hired at chulas today...
4004,#ppc Started a New Job Working for a PPC/SEM team: I was recently hired on as an assistant for a company... https://t.co/DmXdITkyjK #seo,1,#ppc started a new job working for a ppc/sem team: i was recently hired on as an assistant for a company... https://t.co/dmxditkyjk #seo
